qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	new_virus	sample
k141_590	AJG39275.1	100	107	0	0	323	3	1637	1743	5.57E-64	214	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	324	100	10748	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_582	APG78421.1	100	130	0	0	3	392	1658	1787	4.66E-86	279	2046	APG78421.1 hypothetical protein 1 [Aphid lethal paralysis virus]	99	394	100	17	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	NO	wz85
k141_5811	APG75627.1	100	133	0	0	399	1	352	484	2.01E-80	253	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	99	400	100	998	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz76
k141_574	ASA47293.1	100	102	0	0	1	306	280	381	5.51E-67	219	785	ASA47293.1 PB2 [Wuhan Mosquito Virus 6] 	99	308	100	216	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz88
k141_568	APG75627.1	100	105	0	0	3	317	6	110	2.64E-58	194	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	98	320	100	333	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz78
k141_5652	AJG39136.1	100	475	0	0	1	1425	626	1100	0	994	2085	"AJG39136.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 6]"	99	1427	97.267	343	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz26
k141_5641	ASO75598.1	100	545	0	0	2	1636	4	548	0	1134	2270	"ASO75598.1 ORF1, partial [Biggievirus Mos11]"	99	1636	100	269	1925777	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Biggievirus Mos11	NO	wz93
k141_5551	APG75627.1	100	168	0	0	504	1	188	355	6.94E-104	315	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	100	504	99.0079	2598	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz54
k141_554	CCC55432.1	100	193	0	0	580	2	128	320	3.13E-127	400	3357	CCC55432.1 viral polyprotein [Culex theileri flavivirus RP-2011]	99	582	100	31	1048536	Viruses	Unassigned	Unassigned	Unassigned	Flaviviridae	Flavivirus	Culex theileri flavivirus RP-2011	NO	wz81
k141_552	ASA47329.1	100	125	0	0	375	1	455	579	6.66E-81	258	799	ASA47329.1 PB1 [Wuhan Mosquito Virus 6] 	99	376	100	1046	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz87
k141_5505	ASA47408.1	100	123	0	0	163	531	1	123	2.91E-83	259	508	ASA47408.1 hypothetical protein [Culex mononega-like virus 2] 	69	532	100	97	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz87
k141_549	KF771866.1	100	226	0	0	1	226	3882	4107	9.12E-115	418	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	226	100	14986	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_5481	ASA47330.1	100	119	0	0	359	3	59	177	2.62E-67	220	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	99	359	100	552	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz87
k141_547	KX884170.1	100	280	0	0	141	420	11	290	1.73E-144	518	1472	"KX884170.1 Wuhan insect virus 23 strain spider96508 RdRp gene, complete cds"	67	420	100	26819	1923727	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan insect virus 23	NO	wz38
k141_5448	APG75627.1	100	117	0	0	1	351	510	626	1.66E-32	125	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	99	353	100	5651	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz118
k141_542	AJG39275.1	100	128	0	0	1	384	273	400	6.29E-82	267	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	100	384	100	1432	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz39
k141_5349	APG75628.1	100	264	0	0	857	66	88	351	0	553	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	92	858	100	2402	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz92
k141_5348	BAU46576.1	100	144	0	0	2	433	1118	1261	1.66E-93	301	2123	BAU46576.1 RNA-dependent RNA polymerase [Culex tritaeniorhynchus rhabdovirus]	99	435	100	3298	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz26
k141_528	AMH41168.1	100	128	0	0	1	384	1658	1785	2.19E-84	274	2036	AMH41168.1 nonstructural polyprotein [Aphid lethal paralysis virus]	100	384	100	8	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	NO	wz21
k141_5273	AEV91046.1	100	185	0	0	3	557	129	313	9.29E-126	387	1226	AEV91046.1 structural protein P2 [Rice black-streaked dwarf virus 2]	99	560	100	26	566568	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_5258	AJG39275.1	100	122	0	0	2	367	1684	1805	5.16E-77	253	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	369	100	3115	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz105
k141_5256	BAU46576.1	100	104	0	0	1	312	216	319	6.17E-69	228	2123	BAU46576.1 RNA-dependent RNA polymerase [Culex tritaeniorhynchus rhabdovirus]	100	312	100	9	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz53
k141_5211	AEI59022.1	100	127	0	0	3	383	407	533	1.10E-80	262	1226	AEI59022.1 P2 protein [Southern rice black-streaked dwarf virus]	99	383	100	20	519497	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_52	KX882873.1	100	246	0	0	2	247	2516	2761	7.69E-126	455	3072	"KX882873.1 Hubei mosquito virus 2 strain spider133708 segment 1 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	99	247	100	382	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz80
k141_5122	AJG39093.1	100	143	0	0	431	3	364	506	3.26E-97	301	787	AJG39093.1 PB1 [Wuhan Mosquito Virus 5]	99	431	100	16	1608130	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 5	NO	wz63
k141_5080	APG75844.1	100	136	0	0	430	23	492	627	1.85E-46	164	627	APG75844.1 hypothetical protein 1 [Hubei mosquito virus 2]	95	431	100	23017	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz77
k141_5050	ASA47349.1	100	161	0	0	485	3	148	308	3.33E-106	329	950	ASA47349.1 putative protease [Hubei chryso-like virus 1]	99	485	98.3505	53	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz87
k141_503	KF522691.1	100	262	0	0	1	262	18721	18982	1.05E-134	484	20130	"KF522691.1 Nam Dinh virus isolate SZ11706Z, complete genome"	100	262	100	36689	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_5026	ASA47474.1	100	141	0	0	423	1	601	741	9.12E-96	297	785	ASA47474.1 PB2 [Wuhan Mosquito Virus 6]	99	424	100	359	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz87
k141_4988	AJG39091.1	100	132	0	0	396	1	72	203	3.93E-92	288	796	AJG39091.1 PB1 [Wuhan Mosquito Virus 3]	100	396	100	15	1608128	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 3	NO	wz52
k141_4969	APG75844.1	100	109	0	0	1	327	207	315	4.76E-56	188	627	APG75844.1 hypothetical protein 1 [Hubei mosquito virus 2]	99	329	100	391	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz77
k141_496	AJG39275.1	100	185	0	0	2	556	989	1173	5.62E-124	390	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	557	100	13423	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_4919	AJG39275.1	100	113	0	0	339	1	578	690	1.92E-72	239	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	340	100	14819	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_4913	ASA47280.1	100	396	0	0	1915	728	1	396	0	773	396	ASA47280.1 nucleoprotein [Culex phasma-like virus] 	53	2245	100	21572	2010276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex phasma-like virus	NO	wz87
k141_489	DQ458789.2	100	249	0	0	1	249	12675	12923	1.67E-127	460	20192	"DQ458789.2 Nam Dinh virus isolate 02VN178, complete genome"	100	249	100	10124	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_487	ASA47295.1	100	122	0	0	368	3	552	673	6.82E-81	256	717	ASA47295.1 PA [Wuhan Mosquito Virus 6] 	99	369	91.0569	1108	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz87
k141_4866	KM817698.1	100	103	0	0	2115	2217	4295	4397	4.44E-45	191	6574	"KM817698.1 Wuhan Mosquito Virus 2 strain QN2-7 RNA-dependent RNA polymerase (L) gene, complete cds"	99	4083	100	963	1608127	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 2	NO	wz77
k141_4830	AJG39136.1	100	138	0	0	416	3	555	692	1.01E-90	293	2085	"AJG39136.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 6]"	99	418	97.8469	142	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz25
k141_4781	AJG39275.1	100	109	0	0	1	327	799	907	1.32E-69	231	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	100	327	100	1940	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_4755	APG78216.1	100	105	0	0	317	3	272	376	4.64E-70	221	470	APG78216.1 RdRp [Wuhan insect virus 23]	99	318	100	20	1923727	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan insect virus 23	NO	wz27
k141_4734	AHZ35566.1	100	189	0	0	568	2	1	189	7.95E-124	366	591	AHZ35566.1 core structral protein [Southern rice black-streaked dwarf virus]	98	577	100	56	519497	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_4733	AJG39136.1	100	273	0	0	1	819	777	1049	0	569	2085	"AJG39136.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 6]"	99	821	100	785	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz25
k141_4693	MF176244.1	100	477	0	0	1	477	2244	1768	0	881	2249	"MF176244.1 Culex phasma-like virus strain mos172gb37606 segment S, complete sequence "	100	477	100	88	2010276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex phasma-like virus	NO	wz88
k141_4673	AHA43393.1	100	139	0	0	1	417	2270	2408	3.17E-90	291	2503	AHA43393.1 pp1a polyprotein [Nam Dinh virus]	100	417	100	22	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz112
k141_4672	AJG39275.1	100	314	0	0	948	7	653	966	0	609	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	948	100	12267	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_4638	AB604791.1	100	200	0	0	1	200	11177	10978	2.25E-100	370	11190	"AB604791.1 Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY"	100	200	100	8603	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz26
k141_4620	APG75628.1	100	130	0	0	392	3	88	217	2.32E-91	273	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	393	99.7455	965	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz92
k141_46	CCW59432.1	100	117	0	0	351	1	546	662	7.47E-75	246	1464	CCW59432.1 RNA-dependent RNA polymerase [Southern rice black-streaked dwarf virus]	99	353	100	18	519497	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_4561	ASA47342.1	100	124	0	0	3	374	3618	3741	6.65E-82	266	5092	ASA47342.1 pp1ab polyprotein [Ngewotan virus]	99	375	100	19	1265748	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz92
k141_4551	ASA47477.1	100	227	0	0	64	744	120	346	4.79E-166	475	560	ASA47477.1 nucleoprotein [Wuhan Mosquito Virus 6] 	91	746	100	4346	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz88
k141_4528	ASA47279.1	100	643	0	0	58	1986	1	643	0	1276	643	ASA47279.1 glycoprotein [Culex phasma-like virus] 	92	2087	100	27451	2010276	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex phasma-like virus	NO	wz76
k141_4447	APG76298.1	100	128	0	0	1	384	11	138	4.59E-92	281	546	"APG76298.1 hypothetical protein 2, partial [Shangao tombus-like virus 1]"	99	386	100	9	1923458	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shangao tombus-like virus 1	NO	wz27
k141_4413	KX882765.1	100	465	0	0	1	465	592	128	0	859	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	465	100	1938	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz53
k141_4363	CBH31247.1	100	160	0	0	480	1	748	907	6.80E-106	332	1146	CBH31247.1 P4 [Rice black-streaked dwarf virus 2]	99	482	100	55	566568	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_4304	AJG39275.1	100	150	0	0	2	451	1684	1833	2.30E-97	312	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	451	100	2797	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz105
k141_4298	ASA47474.1	100	107	0	0	322	2	483	589	2.76E-69	226	785	ASA47474.1 PB2 [Wuhan Mosquito Virus 6]	99	322	99.6894	80	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz87
k141_4286	MF176279.1	100	200	0	0	1	200	864	665	2.25E-100	370	20113	"MF176279.1 Ngewotan virus strain mos172X93828, complete genome"	100	200	100	6288	1265748	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_4278	APG75628.1	100	222	0	0	2	667	46	267	9.17E-163	458	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	669	100	5983	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz28
k141_427	ASA47474.1	100	102	0	0	306	1	145	246	7.16E-64	211	785	ASA47474.1 PB2 [Wuhan Mosquito Virus 6]	99	307	100	7	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz70
k141_4243	CBH31245.1	100	177	0	0	2	532	1050	1226	1.20E-117	365	1226	CBH31245.1 P2 [Rice black-streaked dwarf virus 2]	98	541	100	77	566568	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_4225	ALW83496.1	100	138	0	0	416	3	1	138	1.65E-92	285	636	ALW83496.1 non-structural protein 1 [Porcine parvovirus 3]	91	453	100	38	1126384	Viruses	Unassigned	Unassigned	Unassigned	Parvoviridae	Protoparvovirus	Porcine parvovirus 3	NO	wz105
k141_4190	APG75628.1	100	137	0	0	411	1	96	232	3.13E-98	291	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	412	100	1603	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz77
k141_4176	APG75628.1	100	112	0	0	336	1	214	325	1.01E-77	238	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	337	100	1154	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz77
k141_4126	CCW59435.1	100	203	0	0	3	611	548	750	3.44E-125	385	1146	CCW59435.1 outer shell B-spike protein [Southern rice black-streaked dwarf virus]	99	611	100	33	519497	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_4090	APG75627.1	100	101	0	0	303	1	384	484	1.62E-55	186	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	99	304	100	531	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz76
k141_409	AJG39275.1	100	190	0	0	571	2	984	1173	4.24E-127	399	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	572	100	12736	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_4067	ASA47415.1	100	120	0	0	1	360	125	244	1.86E-79	254	799	ASA47415.1 PB1 [Wuhan Mosquito Virus 6]	100	360	7.2222	2	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz88
k141_4055	APG79114.1	100	110	0	0	3	332	1	110	1.07E-70	234	1461	APG79114.1 RdRp [Hubei reo-like virus 12]	99	334	100	209	1923175	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei reo-like virus 12	NO	wz73
k141_4051	AJG39275.1	100	115	0	0	345	1	339	453	7.48E-75	246	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	100	345	100	8654	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_405	APG75628.1	100	107	0	0	1	321	164	270	2.10E-72	224	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	322	100	1310	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz27
k141_4040	KF771866.1	100	200	0	0	129	328	1	200	3.93E-100	370	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	328	100	23472	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_4033	KX882764.1	100	295	0	0	1	295	1598	1892	5.42E-153	545	3094	"KX882764.1 Hubei mosquito virus 2 strain 3mos6212 segment 1 hypothetical protein 1 and RdRp genes, complete cds"	100	295	100	11314	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz20
k141_401	APG75628.1	100	119	0	0	1	357	233	351	2.54E-82	250	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	90	396	100	1987	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz80
k141_3989	AFO70068.1	100	183	0	0	2	550	196	378	1.03E-129	386	766	"AFO70068.1 RNA-dependent RNA polymerase, partial [Nam Dinh virus]"	99	552	100	38	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz118
k141_3985	AHA43392.1	100	237	0	0	1	711	4606	4842	2.30E-164	509	5092	AHA43392.1 pp1ab polyprotein [Nam Dinh virus]	99	713	100	99	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz85
k141_3965	ASA47487.1	100	125	0	0	1	375	740	864	2.37E-83	267	950	ASA47487.1 putative protease [Hubei chryso-like virus 1]	100	375	100	37	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz87
k141_3937	KF771866.1	100	246	0	0	1	246	10348	10103	7.66E-126	455	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	246	100	25460	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_3921	AEV91048.1	100	175	0	0	2	526	355	529	3.30E-118	365	1146	AEV91048.1 structural protein P4 [Rice black-streaked dwarf virus 2]	99	527	100	36	566568	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	NO	wz19
k141_3908	AJG39094.1	100	224	0	0	1	672	576	799	2.86E-150	442	799	AJG39094.1 PB1 [Wuhan Mosquito Virus 6]	97	693	100	1384	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz88
k141_3865	KM817698.1	100	66	0	0	300	365	4295	4360	1.37E-25	122	6574	"KM817698.1 Wuhan Mosquito Virus 2 strain QN2-7 RNA-dependent RNA polymerase (L) gene, complete cds"	100	365	100	25	1608127	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 2	NO	wz77
k141_3845	ALP32023.1	100	102	0	0	308	3	3740	3841	2.08E-61	207	5092	ALP32023.1 pp1ab polyprotein [Alphamesonivirus 1]	99	310	100	4	1312874	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz91
k141_3824	APG75628.1	100	105	0	0	1	315	84	188	7.93E-72	222	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	317	100	735	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz77
k141_382	BAU46576.1	100	193	0	0	581	3	509	701	9.90E-131	410	2123	BAU46576.1 RNA-dependent RNA polymerase [Culex tritaeniorhynchus rhabdovirus]	99	582	100	2255	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz54
k141_3794	AJG39275.1	100	132	0	0	398	3	1551	1682	4.08E-85	276	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	398	100	17144	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_3787	BAU46572.1	100	202	0	0	2	607	4	205	8.55E-129	375	472	BAU46572.1 nucleoprotein [Culex tritaeniorhynchus rhabdovirus]	99	608	100	3496	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz54
k141_3740	AGF84786.1	100	114	0	0	344	3	547	660	2.99E-75	247	2037	AGF84786.1 nonstructural polyprotein [Aphid lethal paralysis virus]	99	345	100	7	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	NO	wz27
k141_3733	KF771866.1	100	300	0	0	1	300	4453	4752	9.17E-156	555	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	300	100	6	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz89
k141_3624	AJG39091.1	100	128	0	0	1	384	314	441	2.41E-86	272	796	AJG39091.1 PB1 [Wuhan Mosquito Virus 3]	99	386	100	34	1608128	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 3	NO	wz52
