virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
1701807	Acinetobacter phage vB_AbaP_PD-6A3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus PD6A3	NC_028684	NA	NA	NA	470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	RefSeq	NA	NA
1701808	Acinetobacter phage vB_AbaP_PD-AB9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus PDAB9	NC_028679	NA	NA	NA	470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	RefSeq	NA	NA
1852629	Acinetobacter phage vB_AbaS_TRS1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031098	NA	NA	NA	927193	Acinetobacter baumannii A118	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	RefSeq	NA	NA
1505225	Acinetobacter phage YMC-13-01-C62	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; Acinetobacter virus AbC62	NC_024785	NA	NA	NA	470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	RefSeq	NA	NA
1628720	Acinetobacter phage YMC11/12/R2315	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; unclassified Ap22virus	NC_028855	NA	NA	NA	472	Acinetobacter sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	NA	RefSeq	NA	NA
1560342	Acinetobacter phage YMC13/03/R2096	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_027332	NA	NA	NA	470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	RefSeq	NA	NA
1049283	Acinetobacter phage ZZ1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_018087	NA	NA	NA	470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	NA	RefSeq	NA	NA
279006	Acinetobacter virus 133	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae	NC_015250	NA	NA	NA	40214	Acinetobacter johnsonii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	21029436	Literature, RefSeq	NA	NA
101764	Aconitum latent virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus	NC_002795	NA	NA	NA	46246	Delphinium	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Ranunculales; Ranunculaceae; Ranunculoideae; Delphinieae	NA	RefSeq	NA	NA
2024724	Actinidia virus 1	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; unclassified Closteroviridae	NC_035453	NA	NA	NA	3625	Actinidia chinensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Ericales; Actinidiaceae; Actinidia	NA	RefSeq	NA	NA
1112770	Actinidia virus B	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_016404	NA	NA	NA	3625	Actinidia chinensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Ericales; Actinidiaceae; Actinidia	NA	RefSeq	NA	NA
1112770	Actinidia virus B	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_016404	NA	NA	NA	200313	Nicotiana occidentalis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana	NA	RefSeq	NA	NA
1331744	Actinidia virus X	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus	NC_028649	NA	NA	NA	78511	Ribes nigrum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Saxifragales; Grossulariaceae; Ribes	26586329	Literature, RefSeq	NA	NA
338473	Actinomyces virus Av1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; unassigned Picovirinae	NC_009643	NA	NA	NA	1655	Actinomyces naeslundii	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces	NA	RefSeq	NA	NA
279303	Actinoplanes phage phiAsp2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_005885	NA	NA	NA	442459	Actinoplanes sp. SN223/29	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes	NA	RefSeq	NA	NA
92444	Acute bee paralysis virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Aparavirus	NC_002548	NA	NA	NA	7460	Apis mellifera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apinae; Apini; Apis	NA	RefSeq, UniProt	NA	NA
340187	Acyrthosiphon pisum virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses	NC_003780	NA	NA	NA	7029	Acyrthosiphon pisum	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Macrosiphini; Acyrthosiphon	9400608	Literature	NA	NA
1611877	Adana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; Salehabad phlebovirus	NC_029127, NC_029128, NC_029129	NA	NA	NA	13203	Phlebotomus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae	NA	RefSeq	NA	NA
1611877	Adana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; Salehabad phlebovirus	NC_029127, NC_029128, NC_029129	NA	NA	NA	44556	Phlebotomus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae; Phlebotomus	NA	RefSeq	NA	NA
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246	NA	NA	NA	9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos	NA	RefSeq, UniProt	NA	NA
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246	NA	NA	NA	9970	Syncerus caffer	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Syncerus	NA	UniProt	NA	NA
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246	NA	NA	NA	58271	Culicoides	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Chironomoidea; Ceratopogonidae; Ceratopogoninae; Culicoidini; Culicoides	NA	UniProt	NA	NA
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246	NA	NA	NA	89462	Bubalus bubalis	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bubalus	NA	UniProt	NA	NA
1590650	Adelie penguin polyomavirus	Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Gammapolyomavirus; Pygoscelis adeliae polyomavirus 1	NC_026141	NA	NA	NA	9238	Pygoscelis adeliae	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Aves; Neognathae; Sphenisciformes; Spheniscidae; Pygoscelis	NA	RefSeq	NA	NA
1930920	Adelphocoris suturalis virus	Viruses; unclassified RNA viruses	NC_032728	NA	NA	NA	323751	Adelphocoris suturalis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Cimicoidea; Miridae; Mirinae; Mirini; Adelphocoris	NA	NA	NA	NA
85106	Adeno-associated virus - 1	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_002077	NA	NA	NA	9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	16557905	Literature	NA	NA
85106	Adeno-associated virus - 1	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_002077	NA	NA	NA	60711	Chlorocebus sabaeus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	16557905	Literature	NA	NA
10804	Adeno-associated virus - 2	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001401	NA	NA	NA	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	25127256	Literature	NA	NA
10804	Adeno-associated virus - 2	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001401	NA	NA	NA	40674	Mammalia	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii	NA	UniProt	NA	NA
46350	Adeno-associated virus - 3	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001729	NA	NA	NA	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	8661429	Literature	NA	NA
57579	Adeno-associated virus - 4	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829	NA	NA	NA	9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	16557905	Literature	NA	NA
57579	Adeno-associated virus - 4	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829	NA	NA	NA	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	16557905	Literature	NA	NA
57579	Adeno-associated virus - 4	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829	NA	NA	NA	60711	Chlorocebus sabaeus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	16557905	Literature	NA	NA
82300	Adeno-associated virus - 5	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus B	NC_006152	NA	NA	NA	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9882336	Literature	NA	NA
68558	Adeno-associated virus - 6	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 1	AF028704	NA	NA	NA	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9420229	Literature	NA	NA
202812	Adeno-associated virus - 7	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 4	NC_006260	NA	NA	NA	9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	12192090	Literature, RefSeq	NA	NA
202813	Adeno-associated virus - 8	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 4	NC_006261	NA	NA	NA	9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	12192090	Literature, RefSeq	NA	NA
68742	Adeno-associated virus 3B	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 3	AF028705	NA	NA	NA	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9420229	Literature	NA	NA
296148	Adeno-associated virus-Go.1	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus B; Bovine adeno-associated virus; Caprine adeno-associated virus	DQ335246	NA	NA	NA	9925	Capra hircus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Caprinae; Capra	16926042	Literature	NA	NA
1293540	Adoxophyes honmai entomopoxvirus 'L'	Viruses; dsDNA viruses, no RNA stage; Poxviridae; Entomopoxvirinae; Betaentomopoxvirus; Adoxophyes honmai entomopoxvirus	NC_021247	NA	NA	NA	85585	Adoxophyes honmai	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes	23678178	Literature, RefSeq	NA	NA
224399	Adoxophyes honmai nucleopolyhedrovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus	NC_004690	NA	NA	NA	85585	Adoxophyes honmai	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes	NA	UniProt	NA	NA
170617	Adoxophyes orana granulovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus	NC_005038	NA	NA	NA	85584	Adoxophyes	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini	NA	UniProt	NA	NA
542343	Adoxophyes orana nucleopolyhedrovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus; unclassified Alphabaculovirus	NC_011423	NA	NA	NA	480707	Adoxophyes orana	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes	NA	RefSeq	NA	NA
335103	Adult diarrheal rotavirus strain J19	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Rotavirus; Rotavirus H	NC_007548, NC_007549, NC_007550, NC_007551, NC_007552, NC_007553, NC_007554, NC_007555, NC_007556, NC_007557, NC_007558	NA	NA	NA	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	NA	UniProt	NA	NA
1513196	Aedes aegypti densovirus 2	Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Brevidensovirus; Dipteran brevidensovirus 1; Aedes albopictus densovirus	NC_012636	NA	NA	NA	7159	Aedes aegypti	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia	NA	RefSeq	NA	NA
2010265	Aedes alboannulatus toti-like virus 1	Viruses; unclassified viruses	NC_035130	NA	NA	NA	644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus	NA	RefSeq	NA	NA
1513199	Aedes albopictus densovirus 2	Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Brevidensovirus; Dipteran brevidensovirus 2	NC_004285	NA	NA	NA	7160	Aedes albopictus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia	8178459	Literature	NA	NA
2010268	Aedes camptorhynchus negev-like virus	Viruses; unclassified viruses	NC_035128	NA	NA	NA	644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus	NA	RefSeq	NA	NA
2010269	Aedes camptorhynchus reo-like virus	Viruses; unclassified viruses	NC_035216, NC_035217, NC_035222, NC_035223	NA	NA	NA	644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus	NA	RefSeq	NA	NA
2010266	Aedes camptorhynchus toti-like virus 1	Viruses; unclassified viruses	NC_035131	NA	NA	NA	644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus	NA	RefSeq	NA	NA
390845	Aedes flavivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; unclassified Flavivirus	NC_012932	NA	NA	NA	7160	Aedes albopictus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia	NA	RefSeq	NA	NA
341721	Aedes pseudoscutellaris reovirus	Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Dinovernavirus	NC_007666, NC_007667, NC_007668, NC_007669, NC_007670, NC_007671, NC_007672, NC_007673, NC_007674	NA	NA	NA	316597	Aedes pseudoscutellaris	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia	NA	UniProt	NA	NA
386586	Aedes taeniorhynchus iridescent virus	Viruses; dsDNA viruses, no RNA stage; Iridoviridae; Betairidovirinae; Chloriridovirus; Invertebrate iridescent virus 3	DQ643392	NA	NA	NA	329105	Ochlerotatus taeniorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus	NA	RefSeq	NA	NA
1198014	Aeromonas phage Aes012	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus Aes12	NC_020879	NA	NA	NA	647	Aeromonas sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	RefSeq	NA	NA
1198013	Aeromonas phage Aes508	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus Aes508	NC_019543	NA	NA	NA	645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	RefSeq	NA	NA
1204516	Aeromonas phage CC2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_019538	NA	NA	NA	644	Aeromonas hydrophila	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	RefSeq	NA	NA
1505227	Aeromonas phage pAh6-C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_025459	NA	NA	NA	644	Aeromonas hydrophila	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	RefSeq	NA	NA
879628	Aeromonas phage phiAS4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus AS4	NC_014635	NA	NA	NA	645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	RefSeq	NA	NA
879630	Aeromonas phage phiAS5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_014636	NA	NA	NA	645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	NA	RefSeq	NA	NA
1141132	Aeromonas phage phiAS7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae	NC_019528	NA	NA	NA	29491	Aeromonas salmonicida subsp. salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas salmonicida	NA	RefSeq	NA	NA
