qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	sample
k141_15499	APF29055.1	100	110	0	0	330	1	128	237	7.39E-75	232	425	APF29055.1 N protein [Menghai rhabdovirus]	99	332	98.7952	53	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km23
k141_15343	APQ44489.1	100	103	0	0	309	1	487	589	4.28E-66	220	2832	APQ44489.1 polyprotein [Basavirus sp.]	100	309	100	8	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km24
k141_1506	KX883310.1	100	1077	0	0	1	1077	3366	4442	0	1989	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	1077	100	112	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km4
k141_15022	AMH41168.1	100	107	0	0	1	321	1680	1786	6.77E-70	231	2036	AMH41168.1 nonstructural polyprotein [Aphid lethal paralysis virus]	99	322	100	18	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km24
k141_1458	APG78046.1	100	221	0	0	664	2	1334	1554	5.67E-154	473	1804	APG78046.1 hypothetical protein 1 [Aphid lethal paralysis virus]	99	666	100	36	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km13
k141_14525	KX883310.1	100	434	0	0	1	434	3368	3801	0	802	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	434	100	28	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km24
k141_14521	APQ44491.1	100	113	0	0	1	339	2344	2456	6.02E-72	238	2832	APQ44491.1 polyprotein [Basavirus sp.]	99	341	100	35	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km24
k141_140	AGF84786.1	100	106	0	0	319	2	574	679	4.51E-69	229	2037	AGF84786.1 nonstructural polyprotein [Aphid lethal paralysis virus]	99	320	100	7	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km43
k141_13660	APG78215.1	100	110	0	0	332	3	108	217	7.96E-74	229	392	APG78215.1 RdRp [Shuangao partiti-like virus 1]	99	333	95.4955	168	1923472	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao partiti-like virus 1	km24
k141_13017	API61901.1	100	201	0	0	2	604	474	674	5.54E-132	414	2288	"API61901.1 replicase large subunit, partial [Biggievirus Mos11]"	99	605	100	37	1925777	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Biggievirus Mos11	km23
k141_13	KX883970.1	100	338	0	0	1	338	5295	5632	7.86E-177	625	9856	"KX883970.1 Hubei picorna-like virus 36 strain SCM50248 hypothetical protein gene, complete cds"	100	338	100	17	1923116	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 36	km36
k141_12339	APG77693.1	100	114	0	0	344	3	278	391	7.47E-73	240	1542	APG77693.1 ORF1 [Cactus virus X]	99	345	100	12	112227	Viruses	Unassigned	Unassigned	Tymovirales	Alphaflexiviridae	Potexvirus	Cactus virus X	km103
k141_1200	APG77968.1	100	120	0	0	2	361	1245	1364	1.25E-78	257	2036	APG77968.1 hypothetical protein 1 [Aphid lethal paralysis virus]	99	363	100	11	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km34
k141_11858	ASO75600.1	100	222	0	0	1002	337	1	222	9.06E-134	390	222	ASO75600.1 ORF3 [Biggievirus Mos11] 	46	1453	100	742	1925777	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Biggievirus Mos11	km23
k141_11720	APG78465.1	100	109	0	0	327	1	1581	1689	7.89E-69	228	1785	APG78465.1 hypothetical protein 1 [Wuhan insect virus 33]	99	328	100	10	1923736	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan insect virus 33	km23
k141_1165	KX883970.1	100	340	0	0	1	340	7792	7453	6.11E-178	628	9856	"KX883970.1 Hubei picorna-like virus 36 strain SCM50248 hypothetical protein gene, complete cds"	100	340	100	12	1923116	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 36	km42
k141_1127	APQ44489.1	100	126	0	0	3	380	1113	1238	2.79E-80	262	2832	APQ44489.1 polyprotein [Basavirus sp.]	99	381	100	13	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km66
k141_10842	ASA47295.1	100	127	0	0	2	382	33	159	2.20E-75	242	717	ASA47295.1 PA [Wuhan Mosquito Virus 6] 	99	385	100	11	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	km24
k141_1067	KX883970.1	100	317	0	0	1	317	4193	4509	3.45E-165	586	9856	"KX883970.1 Hubei picorna-like virus 36 strain SCM50248 hypothetical protein gene, complete cds"	100	317	100	9	1923116	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 36	km45
k141_1047	APG75627.1	100	417	0	0	1251	1	1	417	0	805	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	95	1312	98.0183	442	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km48
k141_10137	AQX34633.1	100	114	0	0	3	344	667	780	3.09E-70	229	790	AQX34633.1 RNA dependent RNA polymerase [Tobacco streak virus]	99	344	100	8	12317	Viruses	Unassigned	Unassigned	Unassigned	Bromoviridae	Ilarvirus	Tobacco streak virus	km47
k141_2330	KF242511.1	99.81	527	1	0	1	527	9	535	0	968	12265	"KF242511.1 Drosophila immigrans Nora virus, complete genome"	100	527	100	65	1500866	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila immigrans Nora virus	km111
k141_1685	ATJ04556.1	99.792	961	2	0	1	2883	1076	2036	0	2022	2036	ATJ04556.1 non-structural polyprotein [Aphid lethal paralysis virus]	74	3871	100	2136	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km32
k141_11658	AGS56984.1	99.792	480	1	0	1440	1	1	480	0	969	2261	AGS56984.1 RNA polymerase [Oya virus]	97	1486	100	247	181003	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	km13
k141_3323	AGS56984.1	99.785	465	1	0	45	1439	1	465	0	937	2261	AGS56984.1 RNA polymerase [Oya virus]	97	1440	100	376	181003	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	km15
k141_3815	KX883310.1	99.781	457	1	0	1	457	3388	3844	0	839	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	457	100	18	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km5
k141_7800	APG79159.1	99.78	455	1	0	97	1461	1	455	0	946	455	APG79159.1 hypothetical protein 4 [Hubei tetragnatha maxillosa virus 9]	89	1526	100	634	1923251	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tetragnatha maxillosa virus 9	km94
k141_3633	KX883310.1	99.779	453	1	0	1	453	2710	2258	0	832	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	453	100	31	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km5
k141_6216	KX882765.1	99.778	451	1	0	1	451	456	6	0	828	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	451	100	98	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km47
k141_7118	APG79082.1	99.776	447	1	0	99	1439	1	447	0	929	447	APG79082.1 hypothetical protein 5 [Hubei tetragnatha maxillosa virus 9] 	90	1484	100	547	1923251	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tetragnatha maxillosa virus 9	km94
k141_1695	KF242511.1	99.776	447	1	0	1	447	11801	12247	0	821	12265	"KF242511.1 Drosophila immigrans Nora virus, complete genome"	99	448	100	14	1500866	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila immigrans Nora virus	km111
k141_4891	KX883310.1	99.775	445	1	0	1	445	5566	6010	0	817	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	445	100	13	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km11
k141_1040	ASO75598.1	99.767	429	1	0	1	1287	5	433	0	896	2270	"ASO75598.1 ORF1, partial [Biggievirus Mos11]"	100	1287	100	339	1925777	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Biggievirus Mos11	km23
k141_4178	AGS56984.1	99.76	1669	4	0	5008	2	490	2158	0	3409	2261	AGS56984.1 RNA polymerase [Oya virus]	99	5010	100	612	181003	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	km13
k141_2136	KX883970.1	99.76	416	1	0	1	416	8794	8379	0	763	9856	"KX883970.1 Hubei picorna-like virus 36 strain SCM50248 hypothetical protein gene, complete cds"	100	416	100	40	1923116	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 36	km43
k141_10619	HQ906662.1	99.756	409	1	0	1	409	27431	27023	0	750	66810	"HQ906662.1 Wolbachia endosymbiont wVitA of Nasonia vitripennis phage WOVitA1, complete sequence"	100	409	100	19	949124	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wolbachia endosymbiont wVitA of Nasonia vitripennis phage WOVitA1	km24
k141_5434	KX883773.1	99.754	406	1	0	1	406	8281	8686	0	745	9141	"KX883773.1 Hubei virga-like virus 1 strain mosHB236471 hypothetical protein genes, complete cds"	100	406	100	20	1923324	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 1	km57
k141_1807	KR021407.1	99.749	398	1	0	1	398	6388	6785	0	730	9739	"KR021407.1 Aphid lethal paralysis virus ALPV-LGH, complete genome"	100	398	100	19	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km13
k141_3449	AMH41168.1	99.733	374	1	0	3	1124	423	796	0	749	2036	AMH41168.1 nonstructural polyprotein [Aphid lethal paralysis virus]	99	1125	100	62	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km13
k141_1280	HQ906663.1	99.728	368	1	0	1	368	10217	10584	0	675	40003	"HQ906663.1 Wolbachia endosymbiont wVitA of Nasonia vitripennis phage WOVitA2, complete sequence"	100	368	100	25	949125	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wolbachia endosymbiont wVitA of Nasonia vitripennis phage WOVitA2	km42
k141_3518	APG75628.1	99.715	351	1	0	1188	136	1	351	0	733	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	78	1344	100	834	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km100
k141_139	APQ44489.1	99.708	343	1	0	6	1034	1179	1521	0	708	2832	APQ44489.1 polyprotein [Basavirus sp.]	99	1034	100	33	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km104
k141_1775	APQ44495.1	99.702	336	1	0	1	1008	1529	1864	0	715	2821	APQ44495.1 polyprotein [Basavirus sp.]	99	1009	100	174	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km15
k141_1565	KX883691.1	99.695	328	1	0	1	328	7309	6982	1.28E-169	601	9795	"KX883691.1 Hubei picorna-like virus 55 strain spider134013 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	328	99.0854	20	1923137	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 55	km34
k141_6951	FJ655169.1	99.689	322	1	0	1	322	1794	2115	2.72E-166	590	2213	"FJ655169.1 Tobacco streak virus segment RNA 3, complete sequence"	100	322	100	16	12317	Viruses	Unassigned	Unassigned	Unassigned	Bromoviridae	Ilarvirus	Tobacco streak virus	km48
k141_2492	KX883310.1	99.689	643	2	0	1	643	3166	3808	0	1177	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	643	100	35	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km11
k141_410	KX883310.1	99.677	310	1	0	1	310	4438	4747	1.22E-159	568	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	310	100	17	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km4
k141_1468	AFH96035.1	99.677	310	1	0	3	932	1868	2177	0	644	2251	AFH96035.1 RNA-dependent RNA polymerase [Akabane virus]	99	934	100	97	70566	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	km33
k141_2583	KX882846.1	99.673	306	1	0	2	307	1456	1151	2.02E-157	560	2768	"KX882846.1 Hubei sobemo-like virus 38 strain QTM27202 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	99	307	100	12	1923225	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei sobemo-like virus 38	km33
k141_9048	KX883310.1	99.672	610	2	0	1	610	7551	6942	0	1116	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	610	100	95	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km50
k141_1358	ASO75598.1	99.668	603	2	0	1810	2	1617	2219	0	1225	2270	"ASO75598.1 ORF1, partial [Biggievirus Mos11]"	99	1811	100	326	1925777	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Biggievirus Mos11	km23
k141_739	ASM94321.1	99.667	300	1	0	8	907	1	300	0	631	2251	ASM94321.1 RNA-dependent RNA polymerase [Akabane virus]	99	909	100	45	70566	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	km33
k141_69	KX883970.1	99.663	594	2	0	1	594	4170	4763	0	1086	9856	"KX883970.1 Hubei picorna-like virus 36 strain SCM50248 hypothetical protein gene, complete cds"	100	594	100	32	1923116	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 36	km36
k141_3557	AFH96035.1	99.644	281	1	0	845	3	1220	1500	0	580	2251	AFH96035.1 RNA-dependent RNA polymerase [Akabane virus]	99	847	100	65	70566	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	km33
k141_1905	ABX74939.1	99.643	280	1	0	3	842	916	1195	9.04E-180	548	1998	ABX74939.1 nonstructural polyprotein [Rhopalosiphum padi virus]	99	844	100	49	66834	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Rhopalosiphum padi virus	km34
k141_2815	AJG39286.1	99.64	278	1	0	834	1	560	837	1.65E-167	496	1053	AJG39286.1 glycoprotein precursor [Shuangao Insect Virus 3]	100	834	100	25	1608077	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Shuangao Insect Virus 3	km23
k141_2723	KX883688.1	99.628	269	1	0	1	269	10166	9898	6.46E-137	492	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	269	100	8400	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km23
k141_2473	KX883970.1	99.628	537	2	0	1	537	5863	5327	0	981	9856	"KX883970.1 Hubei picorna-like virus 36 strain SCM50248 hypothetical protein gene, complete cds"	100	537	100	25	1923116	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 36	km45
k141_8923	KX883310.1	99.625	800	3	0	1	800	6167	5368	0	1461	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	800	100	106	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km12
k141_8642	KX883975.1	99.624	532	2	0	1	532	3	534	0	972	12278	"KX883975.1 Drosophila immigrans Nora virus strain SCM51502 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds"	100	532	100	39	1500866	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila immigrans Nora virus	km109
k141_3662	KX883691.1	99.611	771	3	0	1	771	7018	7788	0	1408	9795	"KX883691.1 Hubei picorna-like virus 55 strain spider134013 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	771	100	104	1923137	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 55	km33
k141_1139	APG77725.1	99.609	256	1	0	770	3	726	981	0	540	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	772	100	10409	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km58
k141_8233	AGS56984.1	99.608	1786	7	0	5431	74	476	2261	0	3653	2261	AGS56984.1 RNA polymerase [Oya virus]	99	5433	100	1171	181003	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	km15
k141_4142	APG78046.1	99.608	255	1	0	766	2	1413	1667	6.31E-179	542	1804	APG78046.1 hypothetical protein 1 [Aphid lethal paralysis virus]	99	766	98.8251	58	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km33
k141_3517	AGS56983.1	99.585	482	2	0	1446	1	15	496	0	973	1433	AGS56983.1 polyprotein [Oya virus]	100	1446	100	1059	181003	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	km15
k141_1639	APG77725.1	99.583	240	1	0	2	721	693	932	2.98E-171	503	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	721	100	37450	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km23
k141_534	ASA47293.1	99.576	236	1	0	710	3	323	558	3.33E-170	493	785	ASA47293.1 PB2 [Wuhan Mosquito Virus 6] 	99	711	100	38	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	km24
k141_12345	APQ44489.1	99.576	944	4	0	69	2900	1	944	0	1938	2832	APQ44489.1 polyprotein [Basavirus sp.]	95	2987	100	1786	1930507	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Basavirus sp.	km23
k141_479	KX883703.1	99.567	231	1	0	1	231	503	733	7.23E-116	422	9496	"KX883703.1 Hubei arthropod virus 1 strain SXSSP2046 hypothetical protein gene, complete cds"	100	231	100	3656	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km58
k141_12368	KX883310.1	99.566	1381	6	0	1	1381	2710	1330	0	2518	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	1381	100	69	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km24
k141_129	KX883975.1	99.562	685	3	0	1	685	685	1	0	1249	12278	"KX883975.1 Drosophila immigrans Nora virus strain SCM51502 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds"	100	685	100	409	1500866	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila immigrans Nora virus	km107
k141_5426	AJG39091.1	99.558	226	1	0	678	1	463	688	6.89E-161	469	796	AJG39091.1 PB1 [Wuhan Mosquito Virus 3]	99	679	100	36	1608128	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 3	km47
k141_860	KX883310.1	99.556	676	3	0	1	676	7851	8526	0	1232	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	676	100	231	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	km50
k141_9202	KX883688.1	99.552	223	1	0	1	223	352	130	1.94E-111	407	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	223	100	879	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km23
k141_6192	APG77458.1	99.552	223	1	0	670	2	1144	1366	5.89E-148	461	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	99	672	100	277	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km57
k141_3844	KX883691.1	99.541	436	2	0	1	436	7596	7161	0	795	9795	"KX883691.1 Hubei picorna-like virus 55 strain spider134013 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	436	100	16	1923137	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 55	km102
k141_3756	APG77458.1	99.541	436	2	0	1308	1	1446	1881	0	845	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	100	1308	100	1479	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km57
k141_4387	APG77726.1	99.539	217	1	0	626	1276	1	217	6.23E-131	384	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	42	1562	100	209	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km31
